id,name,category,account_code,city,TotalOrderCount,TotalOrderValue,outstanding_debt,TotalReturnedValue,TotalReturnedQty,TotalStock
id,name,,0,city,1,5040.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,3382.5,,,,
id,name,,0,city,1,3055.2,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,2405.0,,,,
id,name,,0,city,1,7267.5,,,,
id,name,,0,city,2,37584.0,,,,
id,name,,0,city,1,4072.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,2977.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,35268.0,,,,
id,name,,0,city,2,4646.25,,,,
id,name,,0,city,2,4787.8,,,,
id,name,,0,city,2,5482.5,,,,
id,name,,0,city,1,3611.6,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4993.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4825.0,,,,
id,name,,0,city,1,11584.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,15061.35,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,2384.0,,,,
id,name,,0,city,1,7152.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,10728.0,,,,
id,name,,0,city,2,5523.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,28828.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1712.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,3951.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,26230.1,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,46288.2,,,,
id,name,,0,city,1,2915.2,,,,
id,name,,0,city,1,4485.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,20449.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,14229.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,626.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,7972.35,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,2641.88,,,,
id,name,,0,city,1,1600.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,17046.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1788.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,840.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,9648.2,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,147998.4,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,15803.38,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,756.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4859.4,4859.4,,,
id,name,,0,city,1,7152.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,5713.3,,,,
id,name,,0,city,4,49678.14,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,12255.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1664.7,,,,
id,name,,0,city,5,31534.7,,,,
id,name,,0,city,3,54880.34,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,62569.76,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,18878.64,,,,
id,name,,0,city,1,8862.75,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,2736.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,14554.5,,,,
id,name,,0,city,2,8648.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,26902.85,,,,
id,name,,0,city,17,196085.235,,,,
id,name,,0,city,9,380224.71,345886.71,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,24632.0,,,,
id,name,,0,city,6,199833.02,,,,
id,name,,0,city,3,21135.25,,,,
id,name,,0,city,4,11665.5,11665.5,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,8245.0,,,,
id,name,,0,city,3,20239.0,,,,
id,name,,0,city,2,9904.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,82632.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,50592.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,11376.0,,,,
id,name,,0,city,6,463471.0,,,,
id,name,,0,city,3,22712.4,,,,
id,name,,0,city,1,12488.7,,,,
id,name,,0,city,1,7392.0,,,,
id,name,,0,city,2,7929.0,,,,
id,name,,0,city,1,1432.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,6,69649.525,69649.525,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,29718.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,23900.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,10526.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,81908.5,,,,
id,name,,0,city,1,9969.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4425.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,53455.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,5,61537.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1691.6,,,,
id,name,,0,city,1,2842.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,15236.0,,,,
id,name,,0,city,2,4106.0,,,,
id,name,,0,city,1,7767.3,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,31185.27,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,13019.4,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,14866.3,,,,
id,name,,0,city,1,11594.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,2762.5,,,,
id,name,,0,city,3,12988.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,22877.89,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,9956.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,8328.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,7152.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,5,51286.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,5418.75,,,,
id,name,,0,city,3,37940.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,18086.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,23231.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,4010.27,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,23646.2,,,,
id,name,,0,city,1,46273.46,,,,
id,name,,0,city,1,12247.4,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,55551.35,,,,
id,name,,0,city,3,103326.4,93561.6,,,
id,name,,0,city,1,3972.0,,,,
id,name,,0,city,5,51616.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,5,49110.7,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,37501.56,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,31866.75,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,41852.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,7473.6,,,,
id,name,,0,city,6,26883.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,27752.5,,,,
id,name,,0,city,1,3512.4,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,40644.0,,,,
id,name,,0,city,4,13684.0,,,,
id,name,,0,city,1,22216.02,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,16374.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,29952.75,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,5,18591.5,,,,
id,name,,0,city,1,9858.3,,,,
id,name,,0,city,1,4344.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,7519.5,,,,
id,name,,0,city,2,36869.85,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,5610.0,,,,
id,name,,0,city,2,186090.05,,,,
id,name,,0,city,1,14280.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,10149.6,,,,
id,name,,0,city,2,13649.2,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,3442.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,9792.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,65217.3,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,960.0,,,,
id,name,,0,city,4,32526.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,37337.0,,,,
id,name,,0,city,2,41883.5,,,,
id,name,,0,city,2,8344.5,,,,
id,name,,0,city,1,840.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,19987.0,,,,
id,name,,0,city,6,168792.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,10072.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,2210.0,,,,
id,name,,0,city,1,15045.5,,,,
id,name,,0,city,3,22560.5,,,,
id,name,,0,city,1,19711.0,,,,
id,name,,0,city,6,68682.55,,,,
id,name,,0,city,10,206748.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,12741.02,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,5231.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,6,48957.25,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,202240.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,13208.3,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,7,220633.15,,,,
id,name,,0,city,2,24653.4,,,,
id,name,,0,city,2,5574.88,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,19679.8,,,,
id,name,,0,city,1,22568.0,,,,
id,name,,0,city,1,8752.5,,,,
id,name,,0,city,1,2011.2,,,,
id,name,,0,city,2,5525.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1150.8,,,,
id,name,,0,city,3,24709.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,10440.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,8358.5,,,,
id,name,,0,city,2,29873.36,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,20976.0,,,,
id,name,,0,city,4,79643.43,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,23715.89,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,6353.0,,,,
id,name,,0,city,2,7888.0,,,,
id,name,,0,city,2,10672.2,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,3336.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,7335.5,,,,
id,name,,0,city,2,16989.25,,,,
id,name,,0,city,2,9860.0,,,,
id,name,,0,city,1,9605.0,,,,
id,name,,0,city,1,2006.0,,,,
id,name,,0,city,1,4845.0,,,,
id,name,,0,city,4,20707.5,,,,
id,name,,0,city,1,6188.0,,,,
id,name,,0,city,2,22911.35,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,13350.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,5,104988.16,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,36302.65,,,,
id,name,,0,city,3,45912.37,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1953.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,46653.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,33808.75,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,32500.0,,,,
id,name,,0,city,1,27705.6,27705.6,,,
id,name,,0,city,2,24334.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,11075.75,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,3383.2,,,,
id,name,,0,city,2,20592.0,,,,
id,name,,0,city,1,5661.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,9,234294.0,,,,
id,name,,0,city,3,17767.0,,,,
id,name,,0,city,5,42639.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,1599.25,,,,
id,name,,0,city,5,11023.0,,,,
id,name,,0,city,2,38913.0,,,,
id,name,,0,city,1,8670.0,,,,
id,name,,0,city,4,13420.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,14985.35,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,5185.26,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,26349.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,55312.5,,,,
id,name,,0,city,1,3133.65,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,12265.9,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,18453.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,18391.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,7395.0,,,,
id,name,,0,city,2,24996.8,,,,
id,name,,0,city,1,18000.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,23532.0,,,,
id,name,,0,city,5,61945.4,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,11784.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,3847.5,,,,
id,name,,0,city,3,11033.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,6238.5,,,,
id,name,,0,city,1,6369.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,1512.0,,,,
id,name,,0,city,3,21621.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,5731.5,,,,
id,name,,0,city,2,27879.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,27054.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,17366.0,,,,
id,name,,0,city,4,264522.84,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4708.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,25346.6,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,10174.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,10880.0,,,,
id,name,,0,city,2,2224.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,9412.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4885.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,31524.27,,,,
id,name,,0,city,2,4318.0,,,,
id,name,,0,city,1,4603.2,,,,
id,name,,0,city,7,226731.65,,,,
id,name,,0,city,7,97567.8,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,30036.3,,,,
id,name,,0,city,1,10087.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,8714.25,,,,
id,name,,0,city,1,4429.2,,,,
id,name,,0,city,3,13741.26,,,,
id,name,,0,city,5,38974.27,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,75149.7,,,,
id,name,,0,city,1,2360.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,15297.6,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,27999.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4290.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,7836.0,,,,
id,name,,0,city,1,8458.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,48951.7,,,,
id,name,,0,city,2,6804.0,,,,
id,name,,0,city,3,27671.5,,,,
id,name,,0,city,6,39026.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,14962.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,14869.3,,,,
id,name,,0,city,6,65925.5,,,,
id,name,,0,city,2,16042.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,6188.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,271582.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,4432.5,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,3,23803.1,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,4,24905.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,2,36828.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,7152.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,6672.0,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,1,66512.47,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
id,name,,0,city,0,,,,,
